,Average Training loss
139,94.23731864929199
140,94.23865853881836
141,94.16910078430176
142,94.16350614929199
143,94.14306996154785
144,94.07094709777832
145,94.06199212646484
146,94.00826275634766
147,93.99201622009278
148,93.9794988861084
149,93.93877250671386
150,93.89513430786133
151,93.86227601623536
152,93.82137306213379
153,93.82082374572754
154,93.79817849731445
155,93.78801113891602
156,93.72803398132324
157,93.70921574401855
158,93.66410902404785
159,93.64150425720214
160,93.59632867431641
161,93.58464111328125
162,93.57069204711914
163,93.53942506408691
164,93.52146939086914
165,93.49085844421387
166,93.47247186279297
167,93.45690367126466
168,93.43256417846679
169,93.38018055725098
170,93.3890769958496
171,93.31727053833008
172,93.31745552062988
173,93.31366233825683
174,93.27084620666504
175,93.23223254394532
176,93.2085150604248
177,93.20279342651367
178,93.16199084472656
179,93.1169801940918
180,93.13303518676757
181,93.12478010559082
182,93.07682760620118
183,93.04575474548339
184,93.02905334472656
185,93.03258117675782
186,92.98914598083496
187,92.95974304199218
188,92.95812928771973
189,92.92229766845703
190,92.91802033996582
191,92.89371562194825
192,92.86858270263671
193,92.83409117126465
194,92.8265376739502
195,92.83174554443359
196,92.78966084289551
197,92.77978230285645
198,92.75999789428711
199,92.75588710021972
200,92.72989706420898
201,92.70337200927735
202,92.70457205200195
203,92.66846995544434
204,92.6398444366455
205,92.61867903137207
206,92.63717944335937
207,92.5977062072754
208,92.57764292907714
209,92.55556639099122
210,92.55064366149902
211,92.54897267150879
212,92.48424052429199
213,92.4840372619629
214,92.47039721679687
215,92.4660366973877
216,92.44186625671387
217,92.40022189331054
218,92.39153639221192
219,92.37679914855957
220,92.35480572509766
221,92.3384274597168
222,92.33537193298339
223,92.347181640625
224,92.32222236633301
225,92.3042924041748
226,92.30248625183106
227,92.24707641601563
228,92.23876895141602
229,92.22505281066894
230,92.21274490356446
231,92.19653297424317
232,92.20263487243652
233,92.19652597045898
234,92.15845782470703
235,92.15181394958496
236,92.11401947021484
237,92.10271026611328
238,92.08954908752442
239,92.09374336242676
240,92.08034790039062
241,92.08140718078613
242,92.03123582458497
243,92.05026879882813
244,92.04183157348633
245,92.02206425476074
246,91.99410009765624
247,91.96344738769531
248,91.96528451538086
249,91.95611058044433
250,91.94558909606934
251,91.93425218200683
252,91.91806748962402
253,91.8968225402832
254,91.8834175567627
255,91.87293618774414
256,91.86404975891114
257,91.85238450622559
258,91.82296696472169
259,91.8445237121582
260,91.81451959228515
261,91.80281843566894
262,91.78497044372558
263,91.75570497131348
264,91.74451145935059
265,91.76171255493163
266,91.76296356201172
267,91.72549380493165
268,91.70716790771485
269,91.69926274108887
270,91.713923828125
271,91.6982215423584
272,91.66198454284668
273,91.66339157104493
274,91.66194912719726
275,91.65070402526855
276,91.62528820800782
277,91.62984878540038
278,91.60926132202148
279,91.59809506225587
280,91.60921231079102
281,91.57728611755371
282,91.56849227905273
283,91.55839878845215
284,91.5261609802246
285,91.523390625
286,91.52103976440429
287,91.52222483825683
288,91.5171943511963
289,91.50853527832031
290,91.4707241973877
291,91.48466543579102
292,91.45513470458984
293,91.44365843200684
294,91.42492987060547
295,91.40321520996093
296,91.44106268310547
297,91.43555226135254
298,91.39520024108887
299,91.3856106262207
300,91.3749169921875
301,91.34448960876465
302,91.34812110900879
303,91.34317030334472
304,91.32932308959961
305,91.31902496337891
306,91.30748977661133
307,91.32696755981445
308,91.31239933776855
309,91.28662730407714
310,91.30186315917969
311,91.25852017211913
312,91.24570826721191
313,91.2509782409668
314,91.25466160583495
315,91.2363070526123
