,Average Training loss
1,-36.40964084100723
2,-26.220925415039062
3,-11.492258561134339
4,2.697946545764804
5,19.509512107849122
6,32.07407399368286
7,43.056624099731444
8,53.45738948059082
9,64.57700832366943
10,72.4388147277832
11,81.27112985229492
12,89.034556350708
13,97.87215672302246
14,105.25071308898926
15,112.68901385498047
16,119.82220927429199
17,126.08842118835449
18,132.25203112792968
19,136.90993212890626
20,140.6965053100586
21,138.9278485107422
22,134.20398034667969
23,129.97176467895508
24,126.45221334838867
25,123.49834996032715
26,121.06670822143555
27,119.06230085754395
28,117.35456030273437
29,115.93494789123535
30,114.72002253723144
31,113.5796240234375
32,112.56897914123535
33,111.66268139648437
34,110.79043786621094
35,110.02480149841308
36,109.35370030212403
37,108.68286344909669
38,108.06224615478516
39,107.52154928588867
40,107.00207443237305
41,106.52954356384278
42,106.11129219055175
43,105.6732198791504
44,105.29449266052247
45,104.93989999389649
46,104.5851921081543
47,104.2754037475586
48,103.94385188293457
49,103.6852956085205
50,103.38344688415528
51,103.06885954284668
52,102.817203125
53,102.53502403259277
54,102.33562158203125
55,102.04495954895019
56,101.80589486694336
57,101.58889361572265
58,101.4057859802246
59,101.18034651184082
60,101.01399964904785
61,100.77841879272461
62,100.61531900024414
63,100.45902964782715
64,100.2773927154541
65,100.09478338623047
66,99.963134765625
67,99.81231344604493
68,99.67577293395996
69,99.57178479003906
70,99.41427735900879
71,99.30637516784668
72,99.1785393371582
73,99.04173864746093
74,98.96358322143554
75,98.81301824951171
76,98.72026806640625
77,98.60964105224609
78,98.51517448425292
79,98.41211628723144
80,98.31268952941895
81,98.23957133483887
82,98.1585757446289
83,98.04338049316407
84,97.95304739379883
85,97.90713064575195
86,97.80351181030274
87,97.73239624023438
88,97.6635832824707
89,97.58720730590821
90,97.49882495117187
91,97.43299656677246
92,97.3324852142334
93,97.28137142944335
94,97.19397143554687
95,97.16009765625
96,97.10266535949707
97,97.01273374938965
98,96.9545301361084
99,96.91187120056152
100,96.83355403137207
101,96.8073406829834
102,96.7145040435791
103,96.64622889709473
104,96.63601811218261
105,96.56494096374512
106,96.49357115173339
107,96.47380140686035
108,96.4111296081543
109,96.35508996582031
110,96.30562915039063
111,96.2696466217041
112,96.21456909179688
113,96.15446705627441
114,96.1437801361084
115,96.07379562377929
116,96.03112268066407
117,95.99367951965333
118,95.92973600769042
119,95.89329817199707
120,95.87182733154297
121,95.84442137145996
122,95.7725750579834
123,95.74645301818848
124,95.6886022491455
125,95.66048683166504
126,95.585862991333
127,95.59620944213867
128,95.56350387573242
129,95.53214231872559
130,95.47697357177735
131,95.44937338256835
132,95.41777226257324
133,95.3806442565918
134,95.34449740600586
135,95.29741203308106
136,95.2751555480957
137,95.22733380126954
138,95.19413668823242
139,95.22381298828125
140,95.16639030456543
141,95.1019401550293
142,95.0771199798584
143,95.07770469665527
144,95.03910037231445
145,95.03049639892578
146,94.97054675292969
147,94.94747386169433
148,94.93841276550293
149,94.87572518920898
